id,teamId,firstName,lastName,marketValue,averagePoints,games,gamesPlayed,start11,totalPlaytimeS,totalPoints,status,position,playerImage,number,trend,pointsPerValue,pointsStdDev,history,startProbability,name,marketChangeToday,score
6111,18,Benedict,Hollerbach,5256064.0,36.0,14.0,14.0,13.0,55268.0,500.0,2,4,https://kickbase.b-cdn.net/content/file/212f0c9603f04c869640c40bdbb0a396.png,17.0,1,95.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Benedict Hollerbach,159799.0,8000000
8307,18,Kaishu,Sano,14695725.0,83.0,34.0,34.0,34.0,203515.0,2817.0,0,3,https://kickbase.b-cdn.net/content/file/5d056e6175064f30b16047761d382a84.png,6.0,1,191.0,,"[{""hasPlayed"": true, ""points"": 115}, {""hasPlayed"": true, ""points"": 55}, {""hasPlayed"": true, ""points"": 88}, {""hasPlayed"": true, ""points"": 149}, {""hasPlayed"": true, ""points"": 90}]",2,Kaishu Sano,177198.0,50000000
10122,18,Fabio,Gruber,13337414.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/278ee138191a434c98f6a644a68e553c.png,3.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Fabio Gruber,195034.0,3000000
11261,18,Sota,Kawasaki,5554697.0,15.0,10.0,10.0,3.0,21929.0,146.0,0,3,https://kickbase.b-cdn.net/content/file/4678b1fe37904abeb5122cf3927324dc.png,24.0,1,26.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Sota Kawasaki,202516.0,2000000
11665,18,Kacper,Potulski,7137458.0,80.0,15.0,15.0,9.0,71592.0,1206.0,0,2,https://kickbase.b-cdn.net/content/file/fad6be1e7d7644989b542d6722ad734c.png,48.0,2,168.0,,"[{""hasPlayed"": true, ""points"": 160}, {""hasPlayed"": true, ""points"": 31}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Kacper Potulski,-322766.0,18000000
11954,18,William,Bøving,5320825.0,16.0,9.0,9.0,2.0,16311.0,145.0,0,3,https://kickbase.b-cdn.net/content/file/4a2dfc01b55f4298b30ca2bca86b98f4.png,14.0,1,27.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -4}, {""hasPlayed"": true, ""points"": 24}]",5,William Bøving,121109.0,3500000
13438,18,Otto,Ruoppi,4029888.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/87f2fcbedcfd4094b1aa3112efb54de3.png,0.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Otto Ruoppi,-145648.0,1000000
168,29,Sven,Michel,2658420.0,,,,,,,1,4,https://kickbase.b-cdn.net/content/file/e03c92ddb64b4dfaa85fddc8832168ef.png,11.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Sven Michel,-160004.0,300000
1964,29,Felix,Götze,8720315.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/211c165645f84bc08e3bac17e3ba0dcf.png,20.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Felix Götze,287719.0,2000000
2015,29,Raphael,Obermair,10210977.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/0d9820e6e0904252b629770883bf6ed2.png,23.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Raphael Obermair,161172.0,1200000
2301,29,Oliver,Batista Meier,5192952.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/80153ba03a7849fdae3b398764d24b18.png,0.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Oliver Batista Meier,-9805.0,1500000
2471,29,Markus,Schubert,5493451.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/1602a8ef777540f4ac5390f258ed237c.png,1.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Markus Schubert,118688.0,500000
2498,29,Tom,Baack,5769952.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/e009e7eb6946411f8f86641cb56174fe.png,6.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Tom Baack,-350605.0,600000
2749,29,Steffen,Tigges,520517.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/10d7abeb491e42818537662e1ceba8d1.png,27.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Steffen Tigges,-36747.0,700000
2977,29,Nahuel,Noll,12150781.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/48b2c904ac8c41fdaa5c9503ba6e81ca.png,15.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Nahuel Noll,128435.0,2000000
3336,29,Stefano,Marino,9366993.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/197aeeb1c0994cb68e398212e6941782.png,30.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Stefano Marino,229874.0,1000000
3491,29,Sebastian,Klaas,500000.0,,,,,,,1,3,https://kickbase.b-cdn.net/content/file/889217c751e5403eaf39162d4dc54b9a.png,26.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Sebastian Klaas,0.0,900000
3492,29,Marcel,Hoffmeier,7501728.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/b4ad73b6a3334bf8a2efdbe5b1d7e19c.png,33.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",2,Marcel Hoffmeier,220270.0,1000000
3559,29,Laurin,Ulrich,4737623.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/a1a9a8b8d2614deea25d35a1338acd06.png,28.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Laurin Ulrich,4237623.0,3500000
6197,29,Laurin,Curda,11818785.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/ba195e9442954a30a3835950c99832a5.png,17.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Laurin Curda,3589.0,3000000
6290,29,Nick,Bätzner,2687522.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/0ac0e9c2f9f34f7aaa47e00ee22f316b.png,9.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Nick Bätzner,-156961.0,500000
6292,29,Mattes,Hansen,4666032.0,,,,,,,2,2,https://kickbase.b-cdn.net/content/file/c747e1ad35ed44f4afbc5de1075d8bf1.png,22.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Mattes Hansen,209526.0,2500000
6751,29,Florian,Pruhs,3718683.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/3878770830244658b3841f0074466ab7.png,31.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Florian Pruhs,209847.0,150000
7320,29,Tjark,Scheller,5988368.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/06f63d14a0f4493faf04f78ea6aa5f10.png,25.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Tjark Scheller,-339178.0,2500000
7616,29,Jano,ter Horst,4282757.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/a931e1f10bb84a9bb35b795a7857b8ee.png,21.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Jano ter Horst,-138934.0,1200000
8292,29,Santiago,Castañeda,10064333.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/37ddcd7042414ce59c844f52d87ee300.png,5.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",1,Santiago Castañeda,195815.0,5000000
8872,29,Jonah,Sticker,5227946.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/74f3dad539cd4e30aabca849e8e8bc64.png,3.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Jonah Sticker,215454.0,750000
8984,29,Nyamekye,Awortwie-Grant,500000.0,,,,,,,1,2,https://kickbase.b-cdn.net/content/file/6b0e71018bd542b0b17a0e0a3e9058ac.png,4.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Nyamekye Awortwie-Grant,0.0,400000
9283,29,Deniz,Zeitler,1075485.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/b3f504e1c3274815a84cd32d2a63477f.png,0.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Deniz Zeitler,305572.0,4000000
10048,29,Luka,Duric,5308695.0,-6.0,1.0,1.0,0.0,797.0,-6.0,0,3,https://kickbase.b-cdn.net/content/file/fdce53ba9bff4a39b30dda997ad991ee.png,8.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Luka Duric,-512264.0,800000
11170,29,Ruben,Müller,3735647.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/30dea41b80454a638771929f17e0d368.png,2.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Ruben Müller,280214.0,1000000
12262,29,Albert Frank,Millgramm,6929204.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/0635ef3343fb4b138fd946cc4a199637.png,19.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Albert Frank Millgramm,117606.0,150000
12296,29,Kennedy,Okpala,3143155.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/dd97a9b150444134beb800f1fbf48d0a.png,10.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Kennedy Okpala,-144242.0,1500000
14911,29,Clemens,Lippmann,2467636.0,,,,,,,0,2,https://kickbase.b-cdn.net/content/file/7462061e1e7843ffb7efaa2fe7e2b5f5.png,29.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Clemens Lippmann,-146799.0,400000
14914,29,Timur,Gayret,500000.0,,,,,,,1,3,https://kickbase.b-cdn.net/content/file/174077d2fba447fbb8a0e46a12d28245.png,44.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Timur Gayret,0.0,450000
1225,43,Leopold,Zingerle,500000.0,,,,,,,0,1,https://kickbase.b-cdn.net/content/file/035ea65b37b74f2da2548be379438c9c.png,25.0,0,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Leopold Zingerle,0.0,300000
1246,43,Willi,Orban,31014222.0,131.0,33.0,33.0,33.0,193712.0,4323.0,0,2,https://kickbase.b-cdn.net/content/file/bda722458bd445d5ba24094a5306031d.png,4.0,1,139.0,,"[{""hasPlayed"": true, ""points"": 110}, {""hasPlayed"": true, ""points"": 313}, {""hasPlayed"": true, ""points"": 82}, {""hasPlayed"": true, ""points"": 131}, {""hasPlayed"": false, ""points"": null}]",2,Willi Orban,63147.0,5000000
1333,43,Lukas,Klostermann,2829643.0,40.0,5.0,5.0,1.0,7355.0,201.0,2,2,https://kickbase.b-cdn.net/content/file/b48aaa342d854e869af8b6c1ec17a954.png,16.0,2,71.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 148}]",5,Lukas Klostermann,-143072.0,3500000
1689,43,Benjamin,Henrichs,7303637.0,26.0,17.0,17.0,3.0,22181.0,447.0,0,2,https://kickbase.b-cdn.net/content/file/5acf39c9f5ba403ba774ea0d47d67aab.png,39.0,1,61.0,,"[{""hasPlayed"": true, ""points"": -5}, {""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": -21}, {""hasPlayed"": true, ""points"": 27}, {""hasPlayed"": true, ""points"": 17}]",3,Benjamin Henrichs,243812.0,7000000
1728,43,Örjan,Nyland,3949324.0,,,,,,,2,1,https://kickbase.b-cdn.net/content/file/59574acd38ee4d5f8be6e03a1ee2276a.png,1.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Örjan Nyland,333068.0,800000
2141,43,Ridle ,Baku,18890750.0,102.0,32.0,32.0,28.0,162435.0,3278.0,0,2,https://kickbase.b-cdn.net/content/file/dea132bbe8444490a8b8fa7d725f4b64.png,17.0,2,173.0,,"[{""hasPlayed"": true, ""points"": -4}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 38}, {""hasPlayed"": true, ""points"": 224}, {""hasPlayed"": true, ""points"": 124}]",3,Ridle  Baku,-254725.0,12000000
2275,43,Christoph,Baumgartner,19798789.0,117.0,33.0,33.0,32.0,179653.0,3846.0,4,3,https://kickbase.b-cdn.net/content/file/8b2225416e584d5ebd4ee89d8a8a99eb.png,14.0,2,194.0,,"[{""hasPlayed"": true, ""points"": 8}, {""hasPlayed"": true, ""points"": 114}, {""hasPlayed"": true, ""points"": 129}, {""hasPlayed"": true, ""points"": 47}, {""hasPlayed"": true, ""points"": 130}]",5,Christoph Baumgartner,-72230.0,40000000
2522,43,David,Raum,33462124.0,148.0,30.0,30.0,29.0,167920.0,4445.0,0,2,https://kickbase.b-cdn.net/content/file/63b51608f37a4eb083c1865d497d3cbe.png,22.0,1,132.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 152}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 28}]",1,David Raum,106374.0,25000000
2897,43,Rocco,Reitz,13007479.0,74.0,31.0,31.0,31.0,170280.0,2301.0,0,3,https://kickbase.b-cdn.net/content/file/152dbd3a41f7408a89c99f65e55935df.png,20.0,2,176.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 131}, {""hasPlayed"": true, ""points"": 210}, {""hasPlayed"": true, ""points"": 100}, {""hasPlayed"": true, ""points"": 75}]",3,Rocco Reitz,-151051.0,20000000
4596,43,Brajan,Gruda,17494203.0,98.0,13.0,13.0,8.0,49007.0,1270.0,0,3,https://kickbase.b-cdn.net/content/file/f1dd66425b59403ab0f2796e4ad0b0f8.png,10.0,1,72.0,,"[{""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": true, ""points"": 68}, {""hasPlayed"": true, ""points"": 89}, {""hasPlayed"": true, ""points"": 24}, {""hasPlayed"": true, ""points"": 48}]",1,Brajan Gruda,251568.0,28000000
6176,43,Nicolas,Seiwald,16473117.0,86.0,33.0,33.0,31.0,174575.0,2839.0,0,3,https://kickbase.b-cdn.net/content/file/49894e11778042f09b92bdbd82994680.png,13.0,1,172.0,,"[{""hasPlayed"": true, ""points"": 44}, {""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": true, ""points"": 60}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 115}]",1,Nicolas Seiwald,180701.0,25000000
6300,43,Assan,Ouédraogo,16923075.0,90.0,19.0,19.0,13.0,61254.0,1705.0,1,3,https://kickbase.b-cdn.net/content/file/0d8a1173062a4478822b06c0490cfe41.png,8.0,2,100.0,,"[{""hasPlayed"": true, ""points"": 127}, {""hasPlayed"": true, ""points"": 75}, {""hasPlayed"": true, ""points"": -16}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 47}]",5,Assan Ouédraogo,-587794.0,28000000
6667,43,El Chadaille,Bitshiabu,3568611.0,74.0,11.0,11.0,8.0,43528.0,815.0,0,2,https://kickbase.b-cdn.net/content/file/35e5bfeabc4344cd8db03535c4ca2d6f.png,5.0,2,228.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 106}, {""hasPlayed"": true, ""points"": 109}, {""hasPlayed"": true, ""points"": 120}]",4,El Chadaille Bitshiabu,-120891.0,18000000
7224,43,Lukeba,Castello Jr.,19197077.0,106.0,26.0,26.0,24.0,142996.0,2765.0,0,2,https://kickbase.b-cdn.net/content/file/02c2d826957a4899a614c0ad25d8a9a8.png,23.0,2,144.0,,"[{""hasPlayed"": true, ""points"": 66}, {""hasPlayed"": true, ""points"": 116}, {""hasPlayed"": true, ""points"": 28}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Lukeba Castello Jr.,-295890.0,50000000
7239,43,Max,Finkgräfe,5155479.0,55.0,13.0,13.0,5.0,33441.0,718.0,0,2,https://kickbase.b-cdn.net/content/file/5ea42faff1bf42f386a0f98d8203ee4e.png,35.0,1,139.0,,"[{""hasPlayed"": true, ""points"": 17}, {""hasPlayed"": true, ""points"": 37}, {""hasPlayed"": true, ""points"": 39}, {""hasPlayed"": true, ""points"": 214}, {""hasPlayed"": true, ""points"": 124}]",5,Max Finkgräfe,348937.0,5000000
7493,43,Arthur,Vermeeren,5949543.0,,,,,,,0,3,https://kickbase.b-cdn.net/content/file/6e7334ffc310411d89c8c5230815dafc.png,48.0,1,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",4,Arthur Vermeeren,272466.0,20000000
8061,43,Johan,Bakayoko,9056219.0,49.0,20.0,20.0,8.0,51925.0,982.0,0,4,https://kickbase.b-cdn.net/content/file/e45b0e99acb145f1a3f98666018c27b1.png,11.0,1,108.0,,"[{""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 43}, {""hasPlayed"": true, ""points"": 16}]",3,Johan Bakayoko,322313.0,20000000
8227,43,Maarten,Vandevoordt,15299699.0,109.0,12.0,12.0,11.0,69295.0,1313.0,0,1,https://kickbase.b-cdn.net/content/file/cb4de12c99d148feb2f88e1c91186400.png,26.0,1,85.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 77}, {""hasPlayed"": true, ""points"": 87}, {""hasPlayed"": true, ""points"": 96}, {""hasPlayed"": true, ""points"": 135}]",2,Maarten Vandevoordt,143407.0,15000000
9507,43,Antonio,Nusa,25263557.0,91.0,31.0,31.0,24.0,129764.0,2835.0,0,3,https://kickbase.b-cdn.net/content/file/7b0130fc7648401b8dac316e07e7327b.png,7.0,1,112.0,,"[{""hasPlayed"": true, ""points"": 20}, {""hasPlayed"": true, ""points"": 42}, {""hasPlayed"": true, ""points"": 25}, {""hasPlayed"": true, ""points"": 95}, {""hasPlayed"": true, ""points"": 265}]",2,Antonio Nusa,52470.0,32000000
9776,43,Andrija,Maksimovic,5681104.0,18.0,8.0,8.0,0.0,7579.0,140.0,0,3,https://kickbase.b-cdn.net/content/file/1427cbd96ee74d9dbfc9ed098c47ff78.png,30.0,1,24.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Andrija Maksimovic,193769.0,9000000
10113,43,Tidiam,Gomis,4400948.0,23.0,18.0,18.0,2.0,25742.0,405.0,0,4,https://kickbase.b-cdn.net/content/file/77509238e8ef41bc92c01b1b1637a8d3.png,27.0,2,92.0,,"[{""hasPlayed"": true, ""points"": -18}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 58}, {""hasPlayed"": false, ""points"": null}]",3,Tidiam Gomis,-90309.0,5000000
10530,43,Conrad,Harder,3463519.0,39.0,29.0,29.0,8.0,64737.0,1119.0,0,4,https://kickbase.b-cdn.net/content/file/139438491a5a497099a6e6bb96cc922a.png,9.0,2,323.0,,"[{""hasPlayed"": true, ""points"": 16}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": -11}, {""hasPlayed"": true, ""points"": 46}, {""hasPlayed"": true, ""points"": 109}]",4,Conrad Harder,-83478.0,17000000
11008,43,Ezechiel,Banzuzi,5804544.0,36.0,24.0,24.0,2.0,43182.0,871.0,0,3,https://kickbase.b-cdn.net/content/file/3529ab9a9bde4d28b8aca1b6586f7747.png,6.0,1,150.0,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Ezechiel Banzuzi,324108.0,16000000
11886,43,,Rômulo,20511856.0,83.0,30.0,30.0,27.0,139633.0,2488.0,2,4,https://kickbase.b-cdn.net/content/file/2a6ca20436b4402f83f0c5d25b10f6be.png,40.0,1,121.0,,"[{""hasPlayed"": true, ""points"": -25}, {""hasPlayed"": true, ""points"": 50}, {""hasPlayed"": true, ""points"": 26}, {""hasPlayed"": true, ""points"": 136}, {""hasPlayed"": true, ""points"": 41}]",2,Rômulo,66846.0,30000000
12337,43,Sani,Suleiman,4218697.0,,,,,,,0,4,https://kickbase.b-cdn.net/content/file/3a350871ca7a4b81b4f035f05ac63d3e.png,18.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Sani Suleiman,-142518.0,0
14896,43,Abdoul,Koné,4419300.0,,,,,,,2,2,https://kickbase.b-cdn.net/content/file/64a8d06b53144763b2c5e21a8ff6e246.png,2.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",5,Abdoul Koné,-128000.0,15000000
15376,43,Maxime,Estève,17747803.0,,,,,,,2,2,https://kickbase.b-cdn.net/content/file/6834bb4cf7ea48e283e5f6678aad4dcf.png,3.0,2,,,"[{""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": false, ""points"": null}]",3,Maxime Estève,-290445.0,28000000
577,15,Daniel,Batz,3179877.0,111.0,21.0,21.0,21.0,125022.0,2331.0,0,1,https://kickbase.b-cdn.net/content/file/e60790d49ac84cdea97c383097ad8e12.png,33.0,2,733.0,,"[{""hasPlayed"": true, ""points"": 282}, {""hasPlayed"": false, ""points"": null}, {""hasPlayed"": true, ""points"": 45}, {""hasPlayed"": true, ""points"": 37}, {""hasPlayed"": true, ""points"": 95}]",5,Daniel Batz,-128736.0,350000
